professor_name,school_name,department_name,state_name,star_rating,diff_index,would_take_agains,post_date,student_star,student_difficult,grades,tag_professor,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline,comments,sentiment,dept_category,word_count,grade_numeric,clean_comments,entities,person_mentions,has_person_mention,aspects,aspect_opinion_pairs,primary_aspect,num_aspects,comment_length,avg_word_length,exclamation_count,question_count,uppercase_ratio,positive_word_count,negative_word_count,sentiment_word_ratio,kmeans_cluster,dbscan_cluster,agg_cluster,cluster_name
B  Bratcher,Volunteer State Community College,English department, TN,3.4,1.4,0,04/07/2010,1.5,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"If you want to drive all the way to school for nothing, this is the professor to have. We have four grades the entire semester and going to the library is considered class. I also think he is very confusing. It\'s an easy A, but I consider it a waste of my time.",negative,English,53,3.7,if you want to drive all the way to school for nothing this is the professor to have we have four grades the entire semester and going to the library is considered class i also think he is very confusing it s an easy a but i consider it a waste of my time,"[('four', 'CARDINAL'), ('It\\', 'ORG')]",[],0,"['grading', 'professor', 'lectures']",[],grading,3,54,3.740740740740741,0,0,0.022900763358778626,0,2,-0.03636363636363636,3,0,4,Math & STEM Courses
William  Farmen,Anderson University,Psychology department, IN,4.1,3.3,0,04/03/2004,4.5,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"He\'s a little insane, in a good way. He is a great friend too.",positive,Psychology,14,3.7,he s a little insane in a good way he is a great friend too,"[('He\\', 'ORG')]",[],0,['professor'],[],professor,1,15,3.0,0,0,0.031746031746031744,2,0,0.125,1,0,1,General Professor Praise
Michelle  Burnham,Santa Clara University,English department, CA,3.5,3.6,0,03/01/2012,4.0,4.0,,Tough Grader (2),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The readings for this class are a bit confusing and really theoretical, but she does a pretty good job going over them in class. 3 papers: rough draft for each, which are for credit and her feedback is helpful. In class thinking papers are the hardest part as she grades them similar to a real paper. Organized class, handwriting hard to decipher.",positive,English,62,3.7,the readings for this class are a bit confusing and really theoretical but she does a pretty good job going over them in class papers rough draft for each which are for credit and her feedback is helpful in class thinking papers are the hardest part as she grades them similar to a real paper organized class handwriting hard to decipher,"[('3', 'CARDINAL')]",[],0,"['grading', 'professor', 'workload', 'lectures']","[('grading', 'similar'), ('workload', 'real')]",grading,4,61,4.540983606557377,0,0,0.008645533141210375,2,2,0.0,3,0,4,Math & STEM Courses
Maureen  O\'Connor,John Jay College of Criminal Justice,Psychology department, NY,4.3,2.3,0,06/21/2013,2.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This was a grad course on how to teach psych to undergrads. I learned so much about what NOT to do. She was disorganized, distracted, & very unclear. She wasn\'t able to finish grading on time due to dealing with administrative issues so she decided it would be okay to give the ENTIRE class ""Incompletes."" 2 weeks later & still no grades. Seriously?",negative,Psychology,63,3.7,this was a grad course on how to teach psych to undergrads i learned so much about what not to do she was disorganized distracted very unclear she wasn t able to finish grading on time due to dealing with administrative issues so she decided it would be okay to give the entire class incompletes weeks later still no grades seriously,"[('ENTIRE', 'ORG'), ('2 weeks later', 'DATE')]",[],0,"['grading', 'professor', 'lectures']",[],grading,3,61,4.475409836065574,0,1,0.04285714285714286,0,0,0.0,3,0,1,Math & STEM Courses
Marjory  Saunders,Massachusetts Bay Community College,English department, MA,4.3,2.6,0,09/04/2005,5.0,1.0,,Participation matters (3)  Gives good feedback (2)  Tough Grader (1)  Caring (1)  Clear grading criteria (1)  Get ready to read (1),1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"very nice lady, she fun to listen to and speaks honestly. if she thinks your not trying she\'ll tell you so, she\'ll also tell u when ur doing well. her assignments are strieght forward. she does soften the rough edges of literature so if u loved harpers cla",positive,English,48,3.7,very nice lady she fun to listen to and speaks honestly if she thinks your not trying she ll tell you so she ll also tell u when ur doing well her assignments are strieght forward she does soften the rough edges of literature so if u loved harpers cla,[],[],0,"['professor', 'workload']",[],professor,2,50,4.04,0,0,0.0,0,0,0.0,3,0,4,Math & STEM Courses
Donna  Long,Fairmont State University,English department, WV,4.2,3.2,1,01/19/2016,5.0,3.0,A,Gives good feedback (2)  Clear grading criteria (1),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"By the end of the semester, everyone loved her. Dr. Long is a great teacher. She loves her field, and she loves teaching those who also care about it. Just be respectful and you\'ll do fine. Also, never forget the space in ""a lot.""",positive,English,44,4.0,by the end of the semester everyone loved her dr long is a great teacher she loves her field and she loves teaching those who also care about it just be respectful and you ll do fine also never forget the space in a lot,"[('the end of the semester', 'DATE'), ('Long', 'PERSON'), (""you\\'ll"", 'PERSON')]","['Long', ""you\\'ll""]",1,"['professor', 'lectures']","[('professor', 'great')]",professor,2,45,3.888888888888889,0,0,0.025974025974025976,1,0,0.021739130434782608,4,0,4,Workload & Assignments
Leah  Hutchison,University of Alabama at Birmingham,English department, AL,4.3,2.9,0,11/19/2006,4.5,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i have her now for british lit the material isnt always intresting but it is still a fun class and i am doing okay in there. but u do have 2 study!!!!,positive,English,32,3.7,i have her now for british lit the material isnt always intresting but it is still a fun class and i am doing okay in there but u do have study,"[('british', 'NORP'), ('2', 'CARDINAL')]",[],0,"['professor', 'lectures']","[('lectures', 'fun')]",professor,2,31,3.6451612903225805,4,0,0.0,0,0,0.0,3,0,1,Math & STEM Courses
Jane  Dunn,Henderson State University,Biology department, AR,3.7,3.6,0,02/05/2011,3.5,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"She uses a lot of real world connections to help apply biology to non-majors. Overall, pretty interesting class. Tests are a little difficult, though.",neutral,Biology,24,3.7,she uses a lot of real world connections to help apply biology to non majors overall pretty interesting class tests are a little difficult though,[],[],0,"['professor', 'exams', 'lectures']","[('exams', 'overall'), ('exams', 'interesting')]",professor,3,25,4.84,0,0,0.02,0,1,-0.038461538461538464,3,0,4,Math & STEM Courses
Michael  Martone,University of Alabama,English department, AL,4.9,1.6,1,12/10/2017,5.0,1.0,A+,Caring (2)  Inspirational (2)  Amazing lectures (1),0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,It\'s a 2.5 hour class that meets once a week. It can seem long at first but TAKE HIM IF YOU CAN. I simply loved him and his classes. They were always a nice break from the heavy course work of my major. He requires nothing except to engage in class when you\'re there. Attendance was never required but everyone usually showed up because we loved him,positive,English,67,4.3,it s a hour class that meets once a week it can seem long at first but take him if you can i simply loved him and his classes they were always a nice break from the heavy course work of my major he requires nothing except to engage in class when you re there attendance was never required but everyone usually showed up because we loved him,"[('It\\', 'ORG'), ('2.5 hour', 'TIME'), ('a week', 'DATE'), ('first', 'ORDINAL'), ('Attendance', 'PERSON')]",['Attendance'],1,"['attendance', 'professor', 'workload', 'lectures']",[],attendance,4,68,4.014705882352941,0,0,0.05982905982905983,0,0,0.0,3,0,1,Math & STEM Courses
Darwin  Davis,Hartwick College,English department, NY,3.0,3.2,0,01/21/2005,2.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I found Darwin to be extremely unqualified for teaching this class. Though she knows her english, we very seldomly actually did english. I feel that if i am mandated to take a class like i was with this english class, then i should be learning english and not just discussing her life as a teen.",negative,English,55,3.7,i found darwin to be extremely unqualified for teaching this class though she knows her english we very seldomly actually did english i feel that if i am mandated to take a class like i was with this english class then i should be learning english and not just discussing her life as a teen,"[('Darwin', 'PERSON'), ('english', 'LANGUAGE'), ('english', 'LANGUAGE'), ('english', 'NORP'), ('english', 'LANGUAGE')]",['Darwin'],1,"['professor', 'lectures']","[('lectures', 'english')]",professor,2,55,4.290909090909091,0,0,0.013559322033898305,0,0,0.0,3,0,1,Math & STEM Courses
Donna  Long,Fairmont State University,English department, WV,4.2,3.2,0,12/11/2006,5.0,3.0,,Gives good feedback (2)  Clear grading criteria (1),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dr. Long is an amazing scholar and poet. Her classes are stimulating, but she won\'t hold your hand through them. If YOU don\'t show up for class or turn in your assignments, you probably won\'t be nannied, but you will fail the course. If you\'re self-motivated, responsible, and ready for mind-expanding feminism, sign up with Dr. Long.",positive,English,57,3.7,dr long is an amazing scholar and poet her classes are stimulating but she won t hold your hand through them if you don t show up for class or turn in your assignments you probably won t be nannied but you will fail the course if you re self motivated responsible and ready for mind expanding feminism sign up with dr long,"[('Long', 'PERSON'), ('Long', 'PERSON')]","['Long', 'Long']",1,"['professor', 'workload', 'lectures']",[],professor,3,63,4.126984126984127,0,0,0.029585798816568046,1,0,0.015625,3,0,1,Math & STEM Courses
Anthony  James,Coastal Carolina Community College,History department, NC,4.2,3.3,0,01/10/2015,2.0,5.0,B+,Get ready to read (8)  Tough Grader (7)  Caring (5)  Amazing lectures (4)  Skip class? You won\'t pass. (3)  Respected (3)  GROUP PROJECTS (2)  LOTS OF HOMEWORK (2)  Gives good feedback (2)  Inspirational (2)  Clear grading criteria (2)  Participation matters (1)  LECTURE HEAVY (1)  ACCESSIBLE OUTSIDE CLASS (1)  Hilarious (1),1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,"Lectures are good but quizzes aren\'t based on them. Gives A LOT of work and assigns 70 pgs to read for every 2 days. When I took his class I was taking four others. THANK GOD my other classes didn\'t have a big load of homework like he did. For the Exams he tells you that its covers things that are on the outline, which is basically everything.",negative,History,68,3.3,lectures are good but quizzes aren t based on them gives a lot of work and assigns pgs to read for every days when i took his class i was taking four others thank god my other classes didn t have a big load of homework like he did for the exams he tells you that its covers things that are on the outline which is basically everything,"[('LOT', 'ORG'), ('70', 'CARDINAL'), ('every 2 days', 'DATE'), ('four', 'CARDINAL'), (""didn\\'t"", 'ORG')]",[],0,"['professor', 'exams', 'workload', 'lectures']","[('lectures', 'other'), ('workload', 'big')]",professor,4,68,3.926470588235294,0,0,0.05475504322766571,1,0,0.014492753623188406,3,0,4,Math & STEM Courses
Freda  Decerbo,Parkland College,Psychology department, IL,3.7,2.7,0,12/02/2012,4.5,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mrs DeCerbo is a really good teacher. At first I wasn\'t so sure how I would like her, but she is actually quite funny! You need to be in class to understand some of the topics. She is helpful and brings in some great guest speakers! Love her!",positive,Psychology,48,3.7,mrs decerbo is a really good teacher at first i wasn t so sure how i would like her but she is actually quite funny you need to be in class to understand some of the topics she is helpful and brings in some great guest speakers love her,"[('Mrs DeCerbo', 'PERSON')]",['Mrs DeCerbo'],1,"['professor', 'lectures']","[('professor', 'good')]",professor,2,49,3.836734693877551,3,0,0.037037037037037035,4,0,0.08,4,0,1,Workload & Assignments
Ken  Sumner,Montclair State University,Psychology department, NJ,3.3,2.8,0,06/13/2013,1.0,5.0,,Get ready to read (5)  Tough Grader (4)  SO MANY PAPERS (3)  TEST HEAVY (2)  LOTS OF HOMEWORK (2)  Participation matters (1),0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,"I took an online class with this professor. He does not return emails or answer questions that student post on the discussion post. If you ask him a direct question, he will not answer it, instead he will get nasty with you. His instructions are not clear. He does not enjoy teaching or care for his students. will ruin your GPA, do NOT take him,RUN!",negative,Psychology,65,3.7,i took an online class with this professor he does not return emails or answer questions that student post on the discussion post if you ask him a direct question he will not answer it instead he will get nasty with you his instructions are not clear he does not enjoy teaching or care for his students will ruin your gpa do not take him run,"[('GPA', 'ORG'), ('RUN', 'ORG')]",[],0,"['grading', 'professor', 'lectures']","[('lectures', 'online')]",grading,3,66,4.181818181818182,1,0,0.04,1,0,0.014925373134328358,3,0,4,Math & STEM Courses
Jj  Wilson,Sonoma State University,English department, CA,4.3,2.4,0,09/01/2005,5.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I love JJ!!!! I took her for every class that I could. She was like a grandmother. She brought tea and snacks to class and allowed you to really be able to sit back and enjoy English and Literature without having to stress out about your next paper,positive,English,48,3.7,i love jj i took her for every class that i could she was like a grandmother she brought tea and snacks to class and allowed you to really be able to sit back and enjoy english and literature without having to stress out about your next paper,"[('English', 'LANGUAGE')]",[],0,"['professor', 'workload', 'lectures']","[('workload', 'next')]",professor,3,48,4.0625,4,0,0.036290322580645164,1,0,0.02040816326530612,3,0,1,Math & STEM Courses
Ken  Moynihan,Assumption College,History department, MA,3.7,2.5,0,09/17/2003,3.5,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nice guy, however the online course for history is hard to follow.",neutral,History,12,3.7,nice guy however the online course for history is hard to follow,[],[],0,['general'],[],general,1,12,4.416666666666667,0,0,0.015151515151515152,0,1,-0.07692307692307693,2,0,1,Teaching Style & Clarity
Eric  Rawdon,Duquesne University,Mathematics department, PA,4.2,3.3,0,09/18/2003,4.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Only one of the coolest professors you could ever ask for.,positive,Mathematics,11,3.7,only one of the coolest professors you could ever ask for,"[('Only one', 'CARDINAL')]",[],0,['professor'],"[('professor', 'coolest')]",professor,1,11,4.2727272727272725,0,0,0.017241379310344827,0,0,0.0,3,0,1,Math & STEM Courses
